ctrlMSE	score	pMSE	p	BH
primary amino compound metabolic process	72.9059927009688	0.859430549254427	0.0698602794411178	0.029940119760479	0.958142109940702
protein import into mitochondrial inner membrane	72.8992151045517	0.859428933765588	0.0339321357285429	0.0139720558882236	0.958142109940702
snRNA 3'-end processing	73.5068899468033	0.859342907118537	0.0958083832335329	0.0359281437125748	0.958142109940702
oxidative DNA demethylation	72.9731201900782	0.859333163473225	0.063872255489022	0.029940119760479	0.958142109940702
neurotrophin production	72.943618181325	0.859285325882413	0.06187624750499	0.031936127744511	0.958142109940702
nerve growth factor production	72.943618181325	0.859285325882413	0.0698602794411178	0.0419161676646707	0.958142109940702
seryl-tRNA aminoacylation	72.847970030192	0.859233125015728	0.0439121756487026	0.0259481037924152	0.958142109940702
regulation of determination of dorsal identity	72.8811872912212	0.859070681606903	0.0359281437125748	0.0199600798403194	0.958142109940702
regulation of renal sodium excretion	72.9004989342869	0.859054223863964	0.0399201596806387	0.0179640718562874	0.958142109940702
regulation of thymocyte migration	73.0896911115746	0.85882438987371	0.0658682634730539	0.0279441117764471	0.958142109940702
positive regulation of systemic arterial blood pressure	72.9156863861316	0.858777917476391	0.0678642714570858	0.0419161676646707	0.958142109940702
thiamine-containing compound metabolic process	72.9250344406708	0.858737958132957	0.0359281437125748	0.0139720558882236	0.958142109940702
selenocysteine metabolic process	73.1988236472476	0.858551690036797	0.0758483033932136	0.0259481037924152	0.958142109940702
positive regulation of glial cell migration	73.1794724757638	0.858528766160094	0.0798403193612774	0.0439121756487026	0.958142109940702
very long-chain fatty acid catabolic process	73.0846785311792	0.858487260796668	0.0678642714570858	0.029940119760479	0.958142109940702
protein retention in ER lumen	73.0270764417814	0.858384025167901	0.0718562874251497	0.0499001996007984	0.958142109940702
muscle hypertrophy in response to stress	72.9153583059388	0.858355113454487	0.0558882235528942	0.031936127744511	0.958142109940702
cardiac muscle adaptation	72.9153583059388	0.858355113454487	0.0718562874251497	0.029940119760479	0.958142109940702
cardiac muscle hypertrophy in response to stress	72.9153583059388	0.858355113454487	0.0379241516966068	0.0159680638722555	0.958142109940702
leukocyte adhesive activation	72.8758267031602	0.858335452181491	0.0459081836327345	0.0279441117764471	0.958142109940702
negative regulation of telomerase activity	73.0113327281466	0.858178871154634	0.0499001996007984	0.0179640718562874	0.958142109940702
positive regulation of mitophagy in response to mitochondrial depolarization	73.0599804497425	0.858172654140495	0.031936127744511	0.0159680638722555	0.958142109940702
positive regulation of mitophagy	73.0599804497425	0.858172654140495	0.0399201596806387	0.0179640718562874	0.958142109940702
regulation of excretion	72.9403296912748	0.858124355710428	0.0459081836327345	0.0239520958083832	0.958142109940702
maintenance of mitochondrion location	72.9070752649957	0.858055825649883	0.0578842315369262	0.0219560878243513	0.958142109940702
positive regulation of microtubule depolymerization	72.9840700316555	0.858051108204379	0.0538922155688623	0.0159680638722555	0.958142109940702
regulation of calcium-independent cell-cell adhesion	72.8792480121244	0.858028494210435	0.0558882235528942	0.0379241516966068	0.958142109940702
regulation of transcription from RNA polymerase II promoter in response to UV-induced DNA damage	72.9891943137711	0.858027439205244	0.0538922155688623	0.029940119760479	0.958142109940702
glucosamine-containing compound catabolic process	73.0468125591472	0.857971284317274	0.0698602794411178	0.0219560878243513	0.958142109940702
regulation of neuronal action potential	72.8444396178679	0.857970379294686	0.0578842315369262	0.0259481037924152	0.958142109940702
regulation of B cell chemotaxis	72.968484023008	0.857904720381046	0.0598802395209581	0.0339321357285429	0.958142109940702
positive regulation of B cell chemotaxis	72.968484023008	0.857904720381046	0.0578842315369262	0.029940119760479	0.958142109940702
long-chain fatty acid catabolic process	73.0473308198152	0.85784220369751	0.0219560878243513	0.00798403193612774	0.958142109940702
positive regulation of protein localization to cilium	73.3064707341036	0.857842160977836	0.0738522954091816	0.0339321357285429	0.958142109940702
regulation of chaperone-mediated protein complex assembly	72.9652979014523	0.857825838368416	0.0558882235528942	0.0419161676646707	0.958142109940702
positive regulation of chaperone-mediated protein complex assembly	72.9652979014523	0.857825838368416	0.0499001996007984	0.031936127744511	0.958142109940702
hormone-mediated apoptotic signaling pathway	73.2519444964592	0.857820503556042	0.0838323353293413	0.0359281437125748	0.958142109940702
protein desumoylation	72.9702911216611	0.857819497444537	0.0718562874251497	0.0339321357285429	0.958142109940702
glutaminyl-tRNAGln biosynthesis via transamidation	73.1417100146396	0.857787304552559	0.0658682634730539	0.0359281437125748	0.958142109940702
peptidyl-serine ADP-ribosylation	72.9229256674494	0.857721244042293	0.0419161676646707	0.031936127744511	0.958142109940702
regulation of type B pancreatic cell proliferation	72.9124459534299	0.857688558251502	0.0399201596806387	0.0239520958083832	0.958142109940702
regulation of mitophagy	73.1456012236213	0.857597365929742	0.0359281437125748	0.0219560878243513	0.958142109940702
foregut morphogenesis	72.9736981375723	0.857570805624178	0.0758483033932136	0.0339321357285429	0.958142109940702
embryonic foregut morphogenesis	72.9736981375723	0.857570805624178	0.0578842315369262	0.0279441117764471	0.958142109940702
histidine metabolic process	73.051444691374	0.857542488721018	0.0399201596806387	0.0119760479041916	0.958142109940702
histidine catabolic process	73.051444691374	0.857542488721018	0.0479041916167665	0.031936127744511	0.958142109940702
imidazole-containing compound catabolic process	73.051444691374	0.857542488721018	0.0538922155688623	0.0179640718562874	0.958142109940702
toll-like receptor TLR1:TLR2 signaling pathway	74.0957981097083	0.857441154735368	0.103792415169661	0.0239520958083832	0.958142109940702
response to triacyl bacterial lipopeptide	74.0957981097083	0.857441154735368	0.101796407185629	0.0159680638722555	0.958142109940702
cellular response to triacyl bacterial lipopeptide	74.0957981097083	0.857441154735368	0.119760479041916	0.0259481037924152	0.958142109940702
positive regulation of actin filament-based movement	74.1829711295353	0.857335178651626	0.149700598802395	0.0359281437125748	0.958142109940702
chaperone-mediated protein transport	73.0575304734823	0.857256162417729	0.0459081836327345	0.0119760479041916	0.958142109940702
cellular response to toxic substance	73.1511774444105	0.857254212105396	0.0558882235528942	0.0239520958083832	0.958142109940702
midgut development	73.0825226995627	0.857178208520505	0.0558882235528942	0.0219560878243513	0.958142109940702
positive regulation of hippo signaling	72.787403579585	0.85713514062845	0.0718562874251497	0.0598802395209581	0.958142109940702
ubiquitin-dependent SMAD protein catabolic process	73.0699937534625	0.856924625800225	0.0419161676646707	0.0199600798403194	0.958142109940702
negative regulation of interleukin-18 production	73.7221567833531	0.856863621989108	0.0898203592814371	0.0359281437125748	0.958142109940702
citrulline biosynthetic process	73.1676415799943	0.856830322152631	0.0958083832335329	0.0518962075848303	0.958142109940702
mitochondrial respiratory chain complex IV assembly	72.9764318301876	0.856820268094058	0.0479041916167665	0.0219560878243513	0.958142109940702
mitochondrial respiratory chain complex IV biogenesis	72.9764318301876	0.856820268094058	0.0399201596806387	0.0179640718562874	0.958142109940702
cell-cell adhesion mediated by integrin	73.2449036484911	0.856800591572534	0.101796407185629	0.0518962075848303	0.958142109940702
tRNA wobble cytosine modification	73.2020387738774	0.856777214336843	0.0758483033932136	0.029940119760479	0.958142109940702
penetration of zona pellucida	74.1127260120932	0.856762809139768	0.119760479041916	0.0439121756487026	0.958142109940702
positive regulation of endothelial cell development	73.1995440845126	0.85675020233772	0.0419161676646707	0.0179640718562874	0.958142109940702
positive regulation of establishment of endothelial barrier	73.1995440845126	0.85675020233772	0.0499001996007984	0.0239520958083832	0.958142109940702
response to dithiothreitol	73.1017495170421	0.85668835235737	0.0818363273453094	0.0439121756487026	0.958142109940702
locomotor rhythm	73.219078018793	0.856664775517974	0.0598802395209581	0.031936127744511	0.958142109940702
intestinal epithelial cell differentiation	74.3764388222639	0.85650773608439	0.149700598802395	0.0499001996007984	0.958142109940702
anatomical structure arrangement	73.4253685398611	0.856431200653314	0.0738522954091816	0.0359281437125748	0.958142109940702
negative regulation of determination of dorsal identity	73.1548725948774	0.856364867146864	0.0658682634730539	0.0419161676646707	0.958142109940702
regulation of telomeric loop disassembly	73.1268313351155	0.856347547015622	0.0798403193612774	0.0479041916167665	0.958142109940702
[2Fe-2S] cluster assembly	73.031101450299	0.856321320487074	0.06187624750499	0.0379241516966068	0.958142109940702
protein maturation by iron-sulfur cluster transfer	73.031101450299	0.856321320487074	0.0578842315369262	0.0459081836327345	0.958142109940702
negative regulation of telomeric loop disassembly	73.1304929780419	0.856290236431315	0.0598802395209581	0.0359281437125748	0.958142109940702
regulation of exonuclease activity	73.1304929780419	0.856290236431315	0.0439121756487026	0.031936127744511	0.958142109940702
negative regulation of exonuclease activity	73.1304929780419	0.856290236431315	0.0658682634730539	0.031936127744511	0.958142109940702
regulation of telomeric D-loop disassembly	73.1304929780419	0.856290236431315	0.0678642714570858	0.0279441117764471	0.958142109940702
negative regulation of telomeric D-loop disassembly	73.1304929780419	0.856290236431315	0.0678642714570858	0.0359281437125748	0.958142109940702
regulation of Golgi to plasma membrane protein transport	73.0894823802134	0.856281115570556	0.0778443113772455	0.0479041916167665	0.958142109940702
negative regulation of T cell migration	72.976363966652	0.856280774730191	0.0558882235528942	0.031936127744511	0.958142109940702
paramesonephric duct development	73.6654189281266	0.856278418782656	0.093812375249501	0.0479041916167665	0.958142109940702
positive regulation of bone development	73.0004122051138	0.856206314118357	0.0479041916167665	0.031936127744511	0.958142109940702
drug export	73.0794662436609	0.856167878080333	0.0698602794411178	0.0419161676646707	0.958142109940702
leukocyte migration involved in inflammatory response	73.0584235110114	0.856092176491771	0.031936127744511	0.0219560878243513	0.958142109940702
ganglioside catabolic process	74.0185836504371	0.85604665010687	0.131736526946108	0.0459081836327345	0.958142109940702
tooth mineralization	73.4383935070993	0.85601357391611	0.0399201596806387	0.0119760479041916	0.958142109940702
luteinization	73.0537048862012	0.856003412328737	0.0558882235528942	0.0459081836327345	0.958142109940702
recognition of apoptotic cell	73.1476193098372	0.855992696078625	0.0419161676646707	0.0199600798403194	0.958142109940702
alcohol catabolic process	74.1683107419775	0.855989591429503	0.0778443113772455	0.00998003992015968	0.958142109940702
multi-organism metabolic process	73.166890919235	0.855984546587907	0.0459081836327345	0.0179640718562874	0.958142109940702
enamel mineralization	73.5431216451039	0.855974150471422	0.093812375249501	0.0479041916167665	0.958142109940702
cell-matrix adhesion involved in ameboidal cell migration	74.6723418858751	0.855931329582782	0.149700598802395	0.0578842315369262	0.958142109940702
eating behavior	72.8860081165198	0.855886247357366	0.0359281437125748	0.0359281437125748	0.958142109940702
receptor localization to synapse	73.29127138782	0.855822799673756	0.0758483033932136	0.0499001996007984	0.958142109940702
positive regulation of response to food	73.2642963286792	0.855687889458417	0.0758483033932136	0.0538922155688623	0.958142109940702
positive regulation of appetite	73.2642963286792	0.855687889458417	0.0598802395209581	0.0419161676646707	0.958142109940702
positive regulation of bone resorption	73.0543969520344	0.855654071788468	0.031936127744511	0.0159680638722555	0.958142109940702
positive regulation of bone remodeling	73.0543969520344	0.855654071788468	0.0419161676646707	0.0259481037924152	0.958142109940702
regulation of t-circle formation	73.6482553058035	0.855628417303524	0.0718562874251497	0.0219560878243513	0.958142109940702
regulation of atrial cardiac muscle cell membrane depolarization	73.4462754937698	0.855594637157672	0.0419161676646707	0.0259481037924152	0.958142109940702
ribosomal small subunit assembly	73.3584519147186	0.855586761197903	0.0538922155688623	0.0279441117764471	0.958142109940702
histamine metabolic process	73.2506883889868	0.85551357455568	0.0578842315369262	0.0359281437125748	0.958142109940702
regulation of receptor-mediated endocytosis involved in cholesterol transport	73.328818586939	0.855509650962079	0.06187624750499	0.0419161676646707	0.958142109940702
positive regulation of receptor-mediated endocytosis involved in cholesterol transport	73.328818586939	0.855509650962079	0.0778443113772455	0.0558882235528942	0.958142109940702
protein K29-linked ubiquitination	73.5732965695268	0.855451524572302	0.0598802395209581	0.0359281437125748	0.958142109940702
thyroid gland development	73.1914435869192	0.855438693761257	0.0578842315369262	0.029940119760479	0.958142109940702
positive regulation of glycogen (starch) synthase activity	72.984406860434	0.855392182571369	0.0518962075848303	0.0479041916167665	0.958142109940702
clustering of voltage-gated potassium channels	73.5919631791752	0.855384233695966	0.093812375249501	0.0479041916167665	0.958142109940702
positive regulation of tissue remodeling	73.0715162142228	0.855360290491239	0.0279441117764471	0.0179640718562874	0.958142109940702
ribosomal small subunit export from nucleus	73.0718641108667	0.855355367035338	0.0558882235528942	0.0399201596806387	0.958142109940702
ribosomal subunit export from nucleus	73.0721276730534	0.855353744535521	0.0459081836327345	0.0379241516966068	0.958142109940702
ribosome localization	73.0721276730534	0.855353744535521	0.0538922155688623	0.0359281437125748	0.958142109940702
regulation of skeletal muscle adaptation	73.2276239961523	0.855348634462372	0.0678642714570858	0.0339321357285429	0.958142109940702
positive regulation of mitochondrial translation	73.0946571501966	0.855305982827056	0.0419161676646707	0.0339321357285429	0.958142109940702
natural killer cell chemotaxis	73.175533201301	0.855274203601189	0.0578842315369262	0.0419161676646707	0.958142109940702
desensitization of G-protein coupled receptor protein signaling pathway by arrestin	73.799422102835	0.855253412149487	0.107784431137725	0.0598802395209581	0.958142109940702
rhythmic behavior	73.3941105185583	0.85521218149612	0.0499001996007984	0.0279441117764471	0.958142109940702
circadian behavior	73.3941105185583	0.85521218149612	0.0518962075848303	0.0259481037924152	0.958142109940702
rRNA-containing ribonucleoprotein complex export from nucleus	73.0857378237231	0.855171271603018	0.0518962075848303	0.0339321357285429	0.958142109940702
intraciliary transport involved in cilium assembly	73.1356101561446	0.85516324709263	0.0399201596806387	0.0339321357285429	0.958142109940702
positive regulation of protein depolymerization	73.2229942970078	0.855146728739173	0.0479041916167665	0.0199600798403194	0.958142109940702
intraciliary transport	73.1422790827991	0.855106051101922	0.0239520958083832	0.00998003992015968	0.958142109940702
negative regulation of cellular response to vascular endothelial growth factor stimulus	74.85745046775	0.855095524867415	0.143712574850299	0.0379241516966068	0.958142109940702
negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding	73.50768448564	0.855087386798429	0.0598802395209581	0.0379241516966068	0.958142109940702
negative regulation of transforming growth factor beta2 production	73.2091575528912	0.855036083962029	0.0658682634730539	0.0419161676646707	0.958142109940702
regulation of inositol trisphosphate biosynthetic process	73.0659196756586	0.855029106025331	0.0818363273453094	0.0499001996007984	0.958142109940702
protein import into peroxisome matrix, translocation	73.1447002237973	0.854965629665722	0.0558882235528942	0.0359281437125748	0.958142109940702
ceramide biosynthetic process	73.1480451130728	0.854905527542043	0.0279441117764471	0.0159680638722555	0.958142109940702
UDP-N-acetylgalactosamine metabolic process	72.9432812809207	0.854894772952005	0.0578842315369262	0.0558882235528942	0.958142109940702
bile acid secretion	73.3995565256248	0.854890976423082	0.0758483033932136	0.0379241516966068	0.958142109940702
hepoxilin metabolic process	74.074073718859	0.854870058679279	0.0838323353293413	0.0419161676646707	0.958142109940702
hepoxilin biosynthetic process	74.074073718859	0.854870058679279	0.0758483033932136	0.0279441117764471	0.958142109940702
endodermal digestive tract morphogenesis	73.053259632334	0.854847380169215	0.0598802395209581	0.0698602794411178	0.958142109940702
positive regulation of nephron tubule epithelial cell differentiation	73.1923836010773	0.854845936411619	0.0518962075848303	0.0399201596806387	0.958142109940702
positive regulation of osteoclast differentiation	73.0762976724751	0.854764281659652	0.0399201596806387	0.0199600798403194	0.958142109940702
regulation of protein tetramerization	73.0219329231412	0.85470806514627	0.0698602794411178	0.0518962075848303	0.958142109940702
negative regulation of protein tetramerization	73.0219329231412	0.85470806514627	0.0479041916167665	0.0359281437125748	0.958142109940702
regulation of protein homotetramerization	73.0219329231412	0.85470806514627	0.06187624750499	0.063872255489022	0.958142109940702
negative regulation of protein homotetramerization	73.0219329231412	0.85470806514627	0.0578842315369262	0.0479041916167665	0.958142109940702
regulation of osteoclast development	73.117355240498	0.854703196577016	0.0758483033932136	0.0499001996007984	0.958142109940702
cellular response to temperature stimulus	73.2373801573425	0.854632482597558	0.0578842315369262	0.0419161676646707	0.958142109940702
positive regulation of gastrulation	74.2144432429816	0.854532831005917	0.109780439121756	0.0339321357285429	0.958142109940702
organic hydroxy compound catabolic process	74.2997705565187	0.854498088544649	0.0858283433133733	0.0159680638722555	0.958142109940702
endodermal cell fate specification	73.6658830183548	0.854496104192323	0.0778443113772455	0.0499001996007984	0.958142109940702
tRNA (guanine-N7)-methylation	73.3045446473967	0.854444055126219	0.0698602794411178	0.0598802395209581	0.958142109940702
negative regulation of alpha-beta T cell proliferation	73.6547870993244	0.854380645205439	0.0838323353293413	0.0479041916167665	0.958142109940702
negative regulation of CD4-positive, alpha-beta T cell proliferation	73.6547870993244	0.854380645205439	0.0878243512974052	0.063872255489022	0.958142109940702
negative regulation of low-density lipoprotein particle receptor catabolic process	73.0770070973402	0.854380101369582	0.0718562874251497	0.0778443113772455	0.958142109940702
respiratory chain complex IV assembly	73.1200716895175	0.854328080907091	0.0479041916167665	0.0419161676646707	0.958142109940702
positive regulation of aldosterone metabolic process	73.609101081531	0.854327361873763	0.0798403193612774	0.0499001996007984	0.958142109940702
positive regulation of aldosterone biosynthetic process	73.609101081531	0.854327361873763	0.105788423153693	0.0918163672654691	0.958142109940702
positive regulation of steroid hormone biosynthetic process	73.609101081531	0.854327361873763	0.0898203592814371	0.06187624750499	0.958142109940702
cranial suture morphogenesis	73.2507587585864	0.854305209469256	0.0818363273453094	0.0479041916167665	0.958142109940702
negative regulation of cardiac muscle cell apoptotic process	74.2539784094727	0.854304533232964	0.117764471057884	0.0459081836327345	0.958142109940702
methyl-branched fatty acid metabolic process	73.0405190569894	0.854270869963833	0.063872255489022	0.0558882235528942	0.958142109940702
regulation of mitochondrial translation	73.1915984470852	0.854226019372188	0.0379241516966068	0.0219560878243513	0.958142109940702
negative regulation of macrophage chemotaxis	73.1444417102147	0.854211303019327	0.0379241516966068	0.0379241516966068	0.958142109940702
negative regulation of macrophage migration	73.1444417102147	0.854211303019327	0.0558882235528942	0.0379241516966068	0.958142109940702
auditory receptor cell differentiation	73.6630472552605	0.854188236734662	0.0778443113772455	0.0499001996007984	0.958142109940702
muscle atrophy	73.077047448003	0.854097819271179	0.0419161676646707	0.0399201596806387	0.958142109940702
regulation of interleukin-12 secretion	73.3588580629586	0.854094523849106	0.0439121756487026	0.031936127744511	0.958142109940702
septum secundum development	73.4068204065036	0.854077778691231	0.0778443113772455	0.0558882235528942	0.958142109940702
adenosine metabolic process	73.0625655699671	0.854061360147609	0.0718562874251497	0.0678642714570858	0.958142109940702
bilirubin conjugation	73.6296189816185	0.854044555586957	0.11377245508982	0.0718562874251497	0.958142109940702
flavone metabolic process	73.6296189816184	0.854044555586957	0.0778443113772455	0.0479041916167665	0.958142109940702
positive regulation of smooth muscle contraction	73.1283817437299	0.854018248062042	0.0578842315369262	0.0259481037924152	0.958142109940702
benzene-containing compound metabolic process	73.5099813971807	0.853996307091487	0.063872255489022	0.0279441117764471	0.958142109940702
protein transport along microtubule	73.1466349431011	0.853963991401923	0.031936127744511	0.0239520958083832	0.958142109940702
microtubule-based protein transport	73.1466349431011	0.853963991401923	0.0139720558882236	0.0159680638722555	0.958142109940702
UDP-glucosylation	73.1214791711365	0.853955347608924	0.0558882235528942	0.0558882235528942	0.958142109940702
interleukin-4-mediated signaling pathway	73.2389035045285	0.853953169413968	0.0678642714570858	0.0538922155688623	0.958142109940702
primitive streak formation	73.7932235348796	0.853931573388355	0.0818363273453094	0.0558882235528942	0.958142109940702
positive regulation of renal sodium excretion	73.2128575360381	0.853910157641603	0.0518962075848303	0.0379241516966068	0.958142109940702
sulfur oxidation	72.996754347468	0.853891186926459	0.0558882235528942	0.0578842315369262	0.958142109940702
negative regulation of cellular senescence	73.2903982896935	0.853755135934349	0.0439121756487026	0.031936127744511	0.958142109940702
positive regulation of CD8-positive, alpha-beta T cell activation	73.4124884100898	0.853744812486091	0.06187624750499	0.0499001996007984	0.958142109940702
cellular response to interferon-beta	73.2889692263812	0.85360805695792	0.0399201596806387	0.0379241516966068	0.958142109940702
negative regulation of innate immune response	73.47237006101	0.853583256157436	0.0578842315369262	0.0359281437125748	0.958142109940702
glycine transport	73.5574366713647	0.853556056996752	0.0838323353293413	0.0499001996007984	0.958142109940702
regulation of T cell extravasation	73.6354723310992	0.853517722524558	0.0678642714570858	0.0499001996007984	0.958142109940702
positive regulation of T cell extravasation	73.6354723310992	0.853517722524558	0.0978043912175649	0.0898203592814371	0.958142109940702
regulation of CD8-positive, alpha-beta T cell extravasation	73.6354723310992	0.853517722524558	0.0958083832335329	0.0598802395209581	0.958142109940702
positive regulation of CD8-positive, alpha-beta T cell extravasation	73.6354723310992	0.853517722524558	0.0898203592814371	0.06187624750499	0.958142109940702
protein K27-linked ubiquitination	74.1219178990488	0.853404303443709	0.101796407185629	0.0439121756487026	0.958142109940702
melanin biosynthetic process from tyrosine	73.2500055641492	0.853386583110203	0.0658682634730539	0.0698602794411178	0.958142109940702
nerve growth factor processing	73.4793395797155	0.853369510526549	0.0758483033932136	0.0598802395209581	0.958142109940702
ganglioside biosynthetic process	73.2450010728865	0.853361138426609	0.06187624750499	0.0439121756487026	0.958142109940702
positive regulation of superoxide dismutase activity	74.2954532122562	0.853292456024457	0.115768463073852	0.0479041916167665	0.958142109940702
positive regulation of removal of superoxide radicals	74.2954532122562	0.853292456024457	0.143712574850299	0.0718562874251497	0.958142109940702
osteoblast differentiation	73.2348373028795	0.853277672298548	0.0419161676646707	0.0179640718562874	0.958142109940702
regulation of dermatome development	74.1665647535689	0.853242908009644	0.125748502994012	0.06187624750499	0.958142109940702
positive regulation of dermatome development	74.1665647535689	0.853242908009644	0.12375249500998	0.0718562874251497	0.958142109940702
regulation of sperm capacitation	74.258445698738	0.853204386791286	0.137724550898204	0.0858283433133733	0.958142109940702
regulation of peptidyl-serine phosphorylation of STAT protein	74.7674059782935	0.853169529695032	0.171656686626747	0.0658682634730539	0.958142109940702
positive regulation of peptidyl-serine phosphorylation of STAT protein	74.7674059782935	0.853169529695032	0.151696606786427	0.0578842315369262	0.958142109940702
protein complex localization	73.3601007280973	0.853104117113491	0.0419161676646707	0.0339321357285429	0.958142109940702
positive regulation of hypersensitivity	73.3164603371298	0.853026218636538	0.0858283433133733	0.093812375249501	0.958142109940702
positive regulation of cellular amine metabolic process	73.5721125610705	0.853016438908002	0.0738522954091816	0.063872255489022	0.958142109940702
negative regulation of serotonin secretion	73.5846876531755	0.853007064752727	0.0778443113772455	0.0538922155688623	0.958142109940702
tRNA transcription	73.2482260424971	0.853001832308971	0.0758483033932136	0.06187624750499	0.958142109940702
negative regulation of cell aging	73.2561857997702	0.85291439805226	0.0439121756487026	0.029940119760479	0.958142109940702
negative regulation of immune response	73.5106447587439	0.85288405012381	0.0598802395209581	0.0179640718562874	0.958142109940702
regulation of mediator complex assembly	73.5092777050242	0.852872881541276	0.0958083832335329	0.0738522954091816	0.958142109940702
positive regulation of mediator complex assembly	73.5092777050242	0.852872881541276	0.0778443113772455	0.063872255489022	0.958142109940702
erythrocyte homeostasis	73.9217762268005	0.852856175529677	0.0598802395209581	0.0339321357285429	0.958142109940702
lipoxygenase pathway	75.2233259544338	0.852827647655735	0.149700598802395	0.0459081836327345	0.958142109940702
modulation of excitatory postsynaptic potential	73.432123242217	0.852816389628278	0.0359281437125748	0.0219560878243513	0.958142109940702
mitochondrial electron transport, ubiquinol to cytochrome c	73.6988172955807	0.852768667336686	0.0718562874251497	0.0379241516966068	0.958142109940702
regulation of autophagy of mitochondrion in response to mitochondrial depolarization	73.3094224461126	0.852735876107355	0.0339321357285429	0.0379241516966068	0.958142109940702
positive regulation of autophagy of mitochondrion in response to mitochondrial depolarization	73.3094224461126	0.852735876107355	0.0538922155688623	0.0339321357285429	0.958142109940702
forebrain regionalization	73.5503456155262	0.852718053803237	0.063872255489022	0.0518962075848303	0.958142109940702
regulation of serotonin secretion	73.6322407597506	0.852696709545828	0.0838323353293413	0.0558882235528942	0.958142109940702
cellular response to retinoic acid	73.7021552770181	0.852668222033997	0.0538922155688623	0.0379241516966068	0.958142109940702
